Sharpe_daily_point,TotalPnL_point,AvgDailyPnL_point,MaxDD_point,TotalTurnover,LongTrades,ShortTrades,Year,BASE_FEE,HOLD,th_long,th_short
-3.6599498302901887,-879.8653800000001,-4.705162459893048,928.5140999999992,1608,363,441,2023,0.4,10,0.2168896455317743,-0.1937293329834938
