mode,K,HOLD,th_long,th_short,Sharpe_daily_point,TotalPnL_point,AvgPnL_point,MaxDD_point,WinRate,TotalTurnover,AvgDailyTurnover
totalK,0.005,10,0.21688964553177434,-0.1937293329834938,-1.0286796469006212,-821.3708200000001,-0.6057306932153393,1205.6129800000012,0.4505899705014749,2712.0,9.351724137931035
